Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
FINOPB,EQ,293.85,1.71,2445.25,0.57,1.66
APCOTEXIND,EQ,471,1.97,2441.9,0.36,1.66
KAMDHENU,EQ,525,0.99,1414.11,0.32,1.65
MIRCELECTR,EQ,21.2,3.67,489.62,7.81,1.65
GNA,EQ,410.65,2.2,1762.95,0.4,1.65
NILASPACES,EQ,8.1,4.52,319.05,20.2,1.63
IRIS,EQ,143.4,9.97,277.64,1.16,1.63
HEUBACHIND,EQ,463,-0.5,1068.69,0.35,1.63
PASUPTAC,EQ,38.9,2.91,346.73,4.2,1.63
IRBINVIT,IV,67.5,0.01,3918.38,2.41,1.62
MUTHOOTCAP,EQ,314.2,4.59,516.78,0.52,1.62
PTL,EQ,42,-0.47,555.98,3.81,1.62
CONTROLPR,EQ,931.55,1.19,1489.94,0.17,1.6
JYOTI-RE,BE,6.35,-8.63,73.91,24.59,1.6
INDTERRAIN,EQ,74.15,0.75,328.42,2.12,1.6
MANAKSIA,EQ,110.8,4.09,726.12,1.44,1.59
MICEL,EQ,44.8,9.94,992.08,3.61,1.59
VISHWARAJ,EQ,16.3,2.19,306.08,9.74,1.59
LINCOLN,EQ,595,2.22,1191.77,0.27,1.59
INDORAMA,EQ,44.7,1.25,1167.18,3.51,1.58
SGBSEP31II,GB,7190,-1.73,8393.58,0.02,1.58
MEGASOFT,EQ,77.95,4.98,575.04,2.03,1.58
PUNJABCHEM,EQ,1106,0.24,1356.2,0.14,1.56
ORIENTPPR,EQ,44.05,0.46,934.68,3.5,1.54
NATHBIOGEN,EQ,201.2,5.2,382.36,0.77,1.54
TREL,EQ,47.95,0.84,1178.11,3.2,1.53
MASPTOP50,EQ,43.16,0.4,744.4,3.54,1.53
ESABINDIA,EQ,5020.1,-0.08,7727.45,0.03,1.53
INFRABEES,EQ,871.85,1.07,106.34,0.17,1.51
VALIANTORG,EQ,417.95,1.08,1135.55,0.36,1.5
NITINSPIN,EQ,352.05,1.78,1979.23,0.43,1.5
PRIVISCL,EQ,1105.5,-0.24,4318.38,0.13,1.5
PRATHAM,SM,228.4,4.99,405.64,0.66,1.5
MEDICO,BE,47.05,-2.39,390.44,3.16,1.5
HLVLTD,EQ,28.25,1.62,1862.41,5.23,1.48
KLL,SM,100.9,8.85,186.97,1.49,1.47
ZIMLAB,EQ,95.25,3.03,464.11,1.56,1.47
PURVFLEXI,SM,224.95,1.53,472.01,0.66,1.46
DHARMAJ,EQ,242.5,3.02,819.58,0.61,1.46
MAGNUM,EQ,55.75,4.4,328.29,2.64,1.46
MODISONLTD,EQ,140.45,-1.3,455.76,1.03,1.46
SARTELE,SM,202,-2.34,303,0.7,1.45
MANGCHEFER,EQ,115,1.19,1362.92,1.25,1.45
INDIASHLTR,EQ,579,-1.22,6198.26,0.25,1.44
NXST,RR,133.66,1.77,20249.49,1.08,1.44
ARHAM,SM,316.05,9.99,267.38,0.47,1.44
NIITMTS,EQ,507,0.54,6864.21,0.28,1.44
SJS,EQ,612.65,-0.01,1901.54,0.23,1.43
SPCENET,EQ,27.95,0.36,1535.1,5.15,1.43
SOMANYCERA,EQ,614,1.98,2517.62,0.23,1.43
725GS2063,GS,102.15,-0.04,245160,1.4,1.43
LYKALABS,EQ,127.8,-0.81,422.89,1.1,1.43
KONSTELEC,SM,188.1,0.56,284.03,0.74,1.43
BAJAJHCARE,EQ,319,1.43,880.39,0.45,1.42
VHL,EQ,3188,5.27,1017.46,0.04,1.42
KCEIL,SM,237.65,4.99,260.46,0.6,1.41
HILTON,EQ,116,-0.6,243.6,1.21,1.41
FEDFINA,EQ,122.55,0.25,4526.84,1.15,1.41
NOVAAGRI,EQ,53.15,0.19,491.74,2.63,1.4
NRL,EQ,81.2,-0.31,557.35,1.71,1.4
MPSLTD,EQ,1616,-0.49,2764.3,0.09,1.4
GOYALSALT,SM,204,3.32,365.17,0.69,1.39
HTMEDIA,EQ,27.5,3.38,640.06,5.03,1.38
VMART,EQ,2063,0.54,4079.92,0.07,1.38
IZMO,EQ,319,10,428.87,0.44,1.37
ABAN,BE,70.05,2.26,408.85,1.97,1.36
VAISHALI,EQ,154.65,-3.01,165.77,0.86,1.36
HERANBA,EQ,323.45,3.08,1294.24,0.42,1.35
URAVI,EQ,402.8,1.54,443.08,0.33,1.35
CYBERTECH,EQ,159.15,2.38,495.05,0.84,1.34
TVTODAY,EQ,226.25,1.28,1350,0.6,1.34
ALPHA,EQ,46.97,1.78,115.2,2.86,1.34
SHANTIGEAR,EQ,545.4,-0.16,4184.08,0.24,1.33
FOSECOIND,EQ,3510,1.98,2241.65,0.04,1.33
MUNJALSHOW,EQ,163.95,2.66,655.49,0.82,1.33
THANGAMAYL,EQ,1328,2.18,3643.92,0.1,1.32
JUBLINDS,EQ,1181.95,0.03,1780.86,0.11,1.32
PROZONER,EQ,32.05,5.95,489.09,4.19,1.32
PDMJEPAPER,EQ,68.15,-0.07,647.08,1.9,1.31
TNPETRO,EQ,86,2.81,773.75,1.53,1.31
ZODIAC,BE,521.9,5,763.72,0.25,1.31
738GS2027,GS,103,-0.14,146260,1.27,1.3
INDOAMIN,EQ,136,-2.19,961.49,0.95,1.3
CELEBRITY,EQ,20.5,-0.24,110.81,6.14,1.29
VALIANTLAB,EQ,158.6,-0.81,689.12,0.81,1.29
AMBIKCO,EQ,1600,3.15,916,0.08,1.29
SURANI,SM,424.45,-1.96,431.03,0.31,1.29
SMALLCAP,EQ,45.9,1.37,155.04,2.81,1.29
SIYSIL,EQ,474,0.92,2150.54,0.27,1.29
ROXHITECH,SM,124.55,-2.28,284.43,1.01,1.28
ATALREAL,EQ,12.5,-6.02,92.51,9.97,1.28
DEEM,SM,110.4,4.15,92.04,1.16,1.27
SWARAJ,SM,215,9.44,328.33,0.59,1.27
HARDWYN,EQ,30.85,-1.75,1076.3,4.05,1.26
CONSOFINVT,EQ,255,4.15,824.32,0.49,1.26
INDBANK,EQ,48.55,2.64,215.46,2.59,1.26
TIRUPATIFL,EQ,18.95,1.34,185.71,6.5,1.25
EVERESTIND,EQ,1203.45,-0.93,1900.12,0.1,1.25
BHAGERIA,EQ,175.4,-1.76,765.52,0.7,1.25
CLSEL,EQ,220,1.66,1138.14,0.56,1.24
BHARATRAS,EQ,9578.95,0.56,3980.31,0.01,1.24
AKANKSHA,SM,89.8,5.58,166.3,1.4,1.23
JASH,EQ,1709.7,0.54,2115.99,0.07,1.23
ALPHAGEO,EQ,388,-1.52,246.95,0.32,1.23
NIFTY1,EQ,241.34,1.08,2276.79,0.51,1.23
DVL,EQ,351.1,4.99,1229.72,0.35,1.23
SSFL,SM,322.4,4.74,230.26,0.39,1.23
MAZDA,EQ,1438,-1.41,575.92,0.08,1.22
JAYNECOIND,EQ,49.95,-1.48,4850.14,2.41,1.21
SINCLAIR,EQ,126.5,0.6,648.44,0.95,1.2
EXPLEOSOL,EQ,1310,-1.37,2033.09,0.09,1.19
UNIDT,EQ,262.95,3.14,533.87,0.46,1.19
FOCUS,EQ,172.9,-0.46,1145.99,0.68,1.18
ROSSELLIND,EQ,395.35,0.15,1490.33,0.29,1.18
SUNDARAM,EQ,3.25,3.17,154.01,36.36,1.17
ASIANENE,EQ,283.5,2.85,1106.18,0.41,1.17
GRASIMPP,E1,1036.1,1.64,2286.77,0.11,1.16
SILVERETF,EQ,82.6,-1.37,69.74,1.41,1.16
COSMOFIRST,EQ,548.4,-2.53,1439.54,0.21,1.16
MEP,BE,7.9,-4.82,144.92,14.28,1.15
HOMESFY,SM,785,6.38,239.83,0.15,1.15
RADIOCITY,EQ,17.1,0.59,591.12,6.75,1.15
ARIES,EQ,262,2.24,340.71,0.44,1.15
GOLDSHARE,EQ,62.2,-0.4,1042.98,1.83,1.13
NGIL,EQ,53.65,-1.92,68.27,2.11,1.13
TASTYBITE,EQ,11715,2.95,3006.07,0.01,1.13
APOLLOPIPE,EQ,651.5,-0.14,2563.86,0.17,1.13
ARROWGREEN,EQ,415.15,3.64,626.38,0.27,1.13
INDOBORAX,EQ,175,2.16,561.57,0.64,1.13
DHUNINV,EQ,1285.8,9.14,783.98,0.09,1.12
TATSILV,EQ,8.14,-1.45,51.49,13.78,1.12
MAHEPC,EQ,143.85,2.09,401.53,0.78,1.12
YATRA,EQ,145,-1.09,2275.28,0.76,1.11
INDNIPPON,EQ,710,-0.44,1606.12,0.16,1.11
TECHLABS,SM,261,4.4,451.04,0.44,1.11
ORIENTBELL,EQ,369.5,2.61,539.08,0.3,1.1
PYRAMID,EQ,164.5,0.4,605.11,0.67,1.1
SKYGOLD,BE,1034,-2.71,1365.48,0.1,1.1
ENFUSE,SM,121.9,-0.04,107.85,0.9,1.1
ALLETEC,SM,261,-0.31,527.07,0.42,1.09
ANNAPURNA,SM,366.85,2.49,637.95,0.29,1.08
HEADSUP,EQ,16.2,20,35.77,6.9,1.08
UFLEX,EQ,441.4,2.14,3187.41,0.25,1.08
GENUSPAPER,EQ,19.5,1.56,501.4,5.5,1.07
ALLSEC,EQ,728,0.34,1109.35,0.15,1.07
PIXTRANS,EQ,1378,2.26,1877.55,0.08,1.07
ADVANIHOTR,EQ,80.45,2.09,743.67,1.33,1.07
RKEC,EQ,92.6,1.81,222.15,1.15,1.07
AVTNPL,EQ,88,2.5,1340.1,1.23,1.07
NBIFIN,EQ,1875,5.63,460.65,0.06,1.06
CENTENKA,EQ,439.85,0.99,961.1,0.24,1.06
MOMOMENTUM,EQ,63.02,1.69,44.62,1.68,1.05
RBL,EQ,784,0.86,606.02,0.13,1.05
ARTEMISMED,EQ,183.9,3.29,2517.28,0.57,1.05
SESHAPAPER,EQ,321.5,2.08,2027.64,0.33,1.05
DBCORP,BE,287.75,2.91,5124.61,0.36,1.04
RANEENGINE,EQ,383.15,4.99,277.19,0.28,1.04
LIBERTSHOE,BE,329.5,3.44,561.47,0.32,1.04
PARSVNATH,EQ,13.95,4.89,607.08,7.61,1.04
UTIBANKETF,EQ,48.82,1.12,3184.53,2.12,1.03
GILT5YBEES,EQ,55.19,0.04,143.8,1.87,1.03
SPECIALITY,EQ,193.45,0.76,930.45,0.53,1.03
MAFANG,EQ,95.89,-1.26,2428.93,1.07,1.03
CAPTRUST,EQ,118.75,4.4,194.29,0.83,1.03
KIRLOSIND,EQ,4155,-1.24,4124.9,0.02,1.02
ALBERTDAVD,EQ,1184,5.22,675.73,0.09,1.02
PANACEABIO,EQ,138.05,1.21,845.57,0.73,1.01
NELCAST,EQ,153,1.32,1331.12,0.66,1
SGBSEP29VI,GB,7162,-1.48,2521.27,0.01,1
SADHNANIQ,EQ,69.3,0.58,1712.12,1.45,1
NECLIFE,EQ,34.45,3.45,772.58,2.92,1
GPTINFRA,EQ,173.5,0.7,1009.28,0.57,0.99
CLEDUCATE,EQ,82.35,-2.95,445.12,1.2,0.99
ROCKINGDCE,SM,468,3.21,264.84,0.21,0.99
BALAJITELE,EQ,76.25,-0.78,774.16,1.28,0.99
LUMAXIND,EQ,2475,2.1,2313.56,0.04,0.98
ONEPOINT,BE,53.3,-0.56,1041.69,1.84,0.98
NURECA,EQ,289,4.62,289.01,0.34,0.98
RBZJEWEL,EQ,149.5,0.3,598,0.65,0.98
PSUBANK,EQ,711.5,3.27,1475.47,0.14,0.98
SETFNN50,EQ,642.55,-1.42,35.82,0.15,0.97
PLAZACABLE,EQ,95.7,1.7,418.71,1.01,0.97
THEMISMED,EQ,208.7,-0.14,1920.88,0.47,0.97
XELPMOC,BE,135.55,5,198.29,0.74,0.97
COASTCORP,EQ,246.5,-2.1,330.11,0.39,0.97
KRITI,EQ,141,5.86,699.41,0.7,0.97
AJOONI,EQ,6.3,5,55.2,15.57,0.97
CSLFINANCE,EQ,441.1,-1.51,1004.94,0.21,0.96
ALICON,EQ,908,1.9,1462.96,0.11,0.96
NEWJAISA,SM,103.5,-5.18,333.1,0.9,0.95
DRCSYSTEMS,EQ,19.55,1.03,258.97,4.78,0.95
MAWANASUG,EQ,95.5,3.19,373.57,1,0.95
RPGLIFE,EQ,1522.5,2.08,2518.07,0.06,0.94
CAREERP,BE,327,3.51,594.91,0.29,0.94
ARIHANTSUP,EQ,362.75,1.28,1493.08,0.26,0.94
VENUSREM,EQ,331.55,0.87,443.18,0.28,0.94
AMDIND,EQ,71.65,9.98,137.33,1.33,0.94
EBBETF0430,EQ,1351.11,-0.15,18486.39,0.07,0.94
MUFIN,EQ,123.05,4.99,1858,0.77,0.93
NIRMAN,SM,224,7.87,133.52,0.43,0.93
DECCANCE,EQ,627,2.8,878.27,0.15,0.93
LAXMICOT,EQ,33.35,0.76,57.19,2.74,0.92
REMUS,SM,6250,1.07,920.63,0.01,0.92
NAGAFERT,EQ,10.1,-1.94,604.05,8.93,0.92
DIAMINESQ,EQ,583,0.59,570.41,0.16,0.92
NV20,EQ,137.19,0.92,64.22,0.67,0.92
GANGESSECU,EQ,147.35,7.05,147.4,0.62,0.91
RESPONIND,EQ,288.55,0.98,7692.99,0.32,0.91
BESTAGRO,EQ,630.1,-0.33,1489.86,0.14,0.89
ZENITHSTL,EQ,8,0,113.82,10.82,0.89
SHREEKARNI,SM,451.7,5.97,319.44,0.2,0.89
K2INFRA,ST,154,-1.88,194.32,0.59,0.89
GLOBALVECT,BE,202.4,4.98,283.36,0.44,0.89
EMAMIREAL,EQ,112,0.58,423.85,0.78,0.88
MAGADSUGAR,EQ,574.8,1.2,809.99,0.15,0.88
DCMNVL,EQ,198.9,0.76,371.5,0.44,0.88
SASKEN,EQ,1568.7,0.68,2365.28,0.06,0.88
GTPL,EQ,182.5,3.08,2052.45,0.48,0.87
VIVIANA,ST,361.4,5,215.76,0.24,0.87
NIFTYETF,EQ,236.15,0.9,2313.58,0.37,0.87
CGRAPHICS,ST,224.2,4.99,544.49,0.38,0.86
KRITINUT,EQ,106.5,-1.93,533.6,0.78,0.85
SCPL,EQ,418,2.69,438.9,0.2,0.85
KINGFA,EQ,1880,1.05,2276.77,0.05,0.85
JINDWORLD,EQ,323.1,-1.22,6478.81,0.26,0.85
ENSER,SM,68,-1.81,59.27,1.24,0.85
HARRMALAYA,EQ,163.5,-0.79,301.75,0.52,0.85
20MICRONS,EQ,155.4,3.08,548.35,0.55,0.85
VISHNUINFR,SM,260,-3.6,639.85,0.32,0.84
GOLDCASE,EQ,11.69,-0.76,52.3,7.2,0.84
MARALOVER,EQ,77,8.68,319.61,1.11,0.84
SOUTHWEST,EQ,121.2,1.21,338.18,0.68,0.84
AMNPLST,EQ,189.45,6.7,1042.35,0.45,0.83
HONDAPOWER,EQ,2460,1.53,2495.2,0.03,0.83
PRITI,EQ,169.55,-0.93,226.41,0.49,0.83
RAMANEWS,EQ,22.65,2.49,334.14,3.71,0.83
GOLDETF,EQ,72.24,-0.69,223.02,1.15,0.83
RAJMET,BE,11,-1.79,304.13,7.49,0.82
VIPULLTD,BE,32.4,-0.31,388.75,2.5,0.82
PVTBANIETF,EQ,23.88,0.34,2318.01,3.44,0.82
PEARLPOLY,EQ,38.5,4.62,64.81,2.11,0.82
RPPINFRA,BE,115.95,-2.28,439.92,0.69,0.82
GLOBE,EQ,3.75,0,112.6,21.55,0.82
CLOUD,SM,48.8,2.31,213.03,1.68,0.82
SAAKSHI,SM,245.5,3.09,433.45,0.34,0.82
VINYLINDIA,EQ,380.55,-0.12,697.82,0.21,0.82
THOMASCOTT,BE,273.05,5,267.46,0.3,0.81
SAH,EQ,96.45,0.68,248.8,0.85,0.81
ANLON,SM,428.95,9.99,240.43,0.19,0.81
MOVALUE,EQ,95.98,1.44,56.79,0.85,0.81
AGSTRA,BE,77.2,2.93,937.23,1.06,0.81
SGBNV29VII,GB,7200.11,-1.45,2338.77,0.01,0.81
ARIHANTCAP,EQ,59.8,2.4,622.59,1.35,0.81
KRITIKA,BE,20.3,1.75,540.55,3.92,0.8
LLOYDS,SM,90.75,10,205.58,0.88,0.79
SIMPLEXINF,BE,151.5,1.99,865.71,0.52,0.79
SUKHJITS,EQ,475,1.17,742.04,0.17,0.78
PPAP,EQ,214,6.81,299.6,0.37,0.78
FAZE3Q,EQ,379.55,-1.26,923.03,0.2,0.77
LINC,EQ,565,0.12,840.28,0.14,0.77
SGBJUN31I,GB,7229.7,-1.24,5616.96,0.01,0.77
SAHANA,SM,805,-0.8,643.72,0.1,0.77
ATLANTAA,BE,33.35,-4.99,271.8,2.23,0.76
DPABHUSHAN,EQ,1039,1.36,2312.28,0.07,0.76
RCOM,BE,1.7,0,470.14,45.4,0.76
ACCENTMIC,SM,269.95,2.64,568.06,0.28,0.75
WENDT,EQ,12100,4.41,2420,0.01,0.74
SPAL,EQ,583.1,2.51,1463.15,0.13,0.74
EFORCE,SM,95.8,4.87,224.17,0.77,0.73
WEWIN,EQ,88.15,0.11,89.57,0.81,0.73
SGIL,EQ,349.9,2.31,494.41,0.2,0.73
CADSYS,SM,322,-8.13,241.58,0.22,0.72
PRECOT,BE,386.3,1.99,463.56,0.19,0.72
LICMFGOLD,EQ,6950,2.95,136.9,0.01,0.72
SRIVASAVI,SM,112.2,-3.57,159.03,0.64,0.72
GKWLIMITED,EQ,2404.5,-5,1434.64,0.03,0.72
STCINDIA,EQ,138.2,2.87,829.2,0.52,0.71
PRIMESECU,EQ,172.25,-2.82,573.4,0.41,0.71
MADHUSUDAN,SM,107.1,3.78,138.16,0.66,0.71
PREMIERPOL,EQ,194.85,3.1,408.18,0.36,0.69
APS,SM,288.05,4.99,568.61,0.24,0.69
RPPL,BE,82,2.63,287.92,0.85,0.69
SEAMECLTD,BE,1075,2.37,2733.19,0.06,0.69
AVONMORE,EQ,102,5.97,238.2,0.69,0.69
KARNIKA,SM,308,0,381.9,0.22,0.69
VIMTALABS,EQ,465,3.38,1030.93,0.15,0.69
PATINTLOG,EQ,21.1,4.2,136.28,3.25,0.68
710GS2029,GS,100.8,0.73,152208,0.68,0.68
PRESSTONIC,SM,151,-1.31,116.38,0.45,0.67
KOTHARIPET,EQ,134.45,1.89,791.19,0.5,0.67
GULFPETRO,EQ,65.6,0.38,334.46,1.02,0.67
SHEETAL,SM,70.95,10,81.28,0.98,0.67
KTL,SM,52,2.46,89.37,1.29,0.67
AUTOIND,EQ,126,-0.08,490.94,0.53,0.66
INNOVACAP,EQ,470.05,-0.03,2689.86,0.14,0.66
SGBMAY29I,GB,7219.66,-1.04,3840.12,0.01,0.66
URBAN,SM,332.2,-4.99,143.84,0.19,0.65
SARLAPOLY,EQ,58.15,1.75,485.57,1.11,0.65
CINELINE,EQ,122.9,0.16,421.13,0.53,0.64
SKIPPERPP,E1,198.9,18.64,204.21,0.34,0.64
GEEKAYWIRE,EQ,107.55,-0.14,562.06,0.59,0.64
NEXT50IETF,EQ,64.9,1.04,530.34,0.98,0.64
FIBERWEB,EQ,37.45,6.39,107.82,1.75,0.64
DELAPLEX,SM,252.7,1.94,230.21,0.25,0.64
SGBJUN29II,GB,7200,-1.3,1366.9,0.01,0.63
SHREYAS,EQ,287.65,0.95,631.61,0.22,0.63
VISHWAS,SM,87.1,2.11,87.1,0.72,0.62
RACE,EQ,309.9,0.83,509.23,0.2,0.62
AAKASH,EQ,10.6,2.91,107.33,5.86,0.62
MIDCAPIETF,EQ,187.02,0.76,316.12,0.33,0.62
SGBJU29III,GB,7200,-1.32,1065.05,0.01,0.62
SGBAUG30,GB,7268.5,-2.58,2442.51,0.01,0.62
BCONCEPTS,BE,787.95,1.7,877.21,0.08,0.62
SASTASUNDR,EQ,314.55,-1.73,1000.6,0.19,0.61
MUNJALAU,EQ,83,1.78,830,0.74,0.61
BFSI,EQ,21.67,0.84,258.72,2.82,0.61
MSPL,EQ,27.4,1.29,1056.04,2.23,0.61
AURUM,BE,137.3,-2.62,398.65,0.43,0.61
NAHARSPING,EQ,285,1.79,1027.86,0.21,0.61
SGBDE30III,GB,7396.89,-3.76,2079.27,0.01,0.61
REPRO,EQ,797.7,0.09,1140.49,0.07,0.6
JAYAGROGN,EQ,242.9,-0.74,728.7,0.25,0.6
SBIETFPB,EQ,242.57,1.24,19.96,0.25,0.6
SHIVAMAUTO,EQ,42.8,-0.23,523.11,1.38,0.6
MANORG,EQ,336,4.43,287.77,0.18,0.6
AXISGOLD,EQ,61.93,-0.66,885.64,0.96,0.6
ZEAL,SM,239.7,2.85,319.03,0.25,0.59
OSWALSEEDS,BE,27.85,-4.95,254.74,2.13,0.59
ASHIMASYN,EQ,18.4,1.38,352.65,3.26,0.59
KANORICHEM,EQ,126,0.52,550.54,0.46,0.59
CORDSCABLE,BE,170,-0.82,219.77,0.35,0.59
HESTERBIO,EQ,1622,-0.67,1379.81,0.04,0.59
TTKHLTCARE,EQ,1520,-0.32,2147.81,0.04,0.59
MBAPL,EQ,234,1.52,2050.47,0.25,0.59
EROSMEDIA,EQ,20.05,1.26,192.31,2.89,0.58
MAHKTECH,EQ,12.41,0.73,246.35,4.64,0.58
HDFCNIFTY,EQ,245.1,0.95,2979.79,0.24,0.57
GLOBAL,BE,242.9,0.66,494.56,0.24,0.57
PFOCUS,EQ,101,-1.03,3028.47,0.57,0.57
KOKUYOCMLN,EQ,126.75,-0.31,1271.35,0.45,0.57
ICEMAKE,EQ,515,1.23,812.66,0.11,0.56
FCONSUMER,BE,0.9,-5.26,179.73,61.76,0.56
654GS2032,GS,97.9,0.1,152724,0.57,0.56
SADBHAV,EQ,32.55,5,558.46,1.7,0.55
SEJALLTD,BE,371,-3.03,374.71,0.15,0.55
DEEPENR,EQ,184.7,-1.39,591.04,0.3,0.55
TRANSTEEL,SM,73,4.21,147.3,0.76,0.55
IRISDOREME,EQ,76.7,-1.35,625.65,0.7,0.54
MOM100,EQ,52.49,1.31,389.23,1.04,0.54
SGBJUL29IV,GB,7190,-1.27,2102.18,0.01,0.54
OAL,EQ,318.65,-0.81,1072.37,0.17,0.54
SHREYANIND,EQ,238.1,3.16,329.17,0.23,0.54
SGBAUG28V,GB,7235,-0.94,4594.07,0.01,0.54
CHEMFAB,EQ,623,-0.06,886.32,0.08,0.53
TNIDETF,EQ,78.3,0.59,69.2,0.68,0.53
MAXIND,BE,227,2.78,979.98,0.23,0.53
ENERGYDEV,EQ,23.45,-0.64,111.39,2.19,0.52
SUTLEJTEX,EQ,57.45,2.77,941.2,0.91,0.52
DIL,EQ,8.1,1.25,88.42,6.45,0.52
ABSLBANETF,EQ,48.5,1.4,2722.57,1.08,0.52
SAKAR,EQ,359.95,0.45,782.89,0.15,0.52
DHTL,SM,271,9.72,85.17,0.19,0.52
NACLIND,EQ,62.05,-0.16,1235.84,0.83,0.51
DENTALKART,SM,555,1.35,888.9,0.09,0.51
MAGSON,SM,99.9,10.39,78.42,0.52,0.51
GUJAPOLLO,BE,270,2.97,318.6,0.19,0.51
SRHHYPOLTD,EQ,555.35,1.11,953.25,0.09,0.5
AHLEAST,EQ,149.95,6.76,259.29,0.35,0.5
MALLCOM,EQ,1001.1,0.7,624.69,0.05,0.5
CHEMCON,EQ,255,1.41,934.08,0.2,0.5
FELIX,ST,337,4.17,419.33,0.15,0.5
SHAH,EQ,3.7,1.37,155.06,13.57,0.5
DPSCLTD,EQ,17.35,1.76,1689.53,2.89,0.5
BHANDARI,EQ,8.05,1.26,131.57,6.21,0.5
KOHINOOR,EQ,40.7,-0.25,150.88,1.21,0.5
AYMSYNTEX,EQ,94.05,1.57,476.19,0.52,0.49
CREST,EQ,382,0.59,1086.78,0.13,0.49
SHIVALIK,EQ,570,1.37,886.94,0.09,0.49
RILINFRA,SM,41.65,1.83,77.49,1.19,0.49
TGL,ST,151.85,4.98,182.21,0.32,0.49
BANSWRAS,EQ,151.2,2.86,517.59,0.33,0.49
BIL,EQ,427,-0.38,521.34,0.11,0.48
RSWM,EQ,189.5,0.91,892.58,0.25,0.48
ARCHIDPLY,EQ,112.85,-0.35,224.18,0.42,0.48
KORE,SM,396,-4.58,440.75,0.12,0.48
STEELCAS,EQ,654,0.93,1323.7,0.07,0.48
INFRAIETF,EQ,86.27,1.51,123.55,0.55,0.48
IFGLEXPOR,EQ,630.05,0.02,2270.66,0.07,0.47
MRO-TEK,EQ,82.9,3.37,154.9,0.57,0.47
EBBETF0425,EQ,1203,0.08,12004.46,0.04,0.47
GINNIFILA,EQ,34,-0.15,291.21,1.38,0.47
LAMBODHARA,EQ,157,2.72,162.93,0.3,0.47
RHFL,BE,3.35,4.69,162.33,14.04,0.47
SIGIND,EQ,69.6,-0.07,204.88,0.66,0.47
AARVI,EQ,147.55,1.72,218.14,0.31,0.47
ASAHISONG,EQ,334.9,2.28,394.76,0.14,0.47
NEXT50,EQ,634.58,1.13,193.95,0.07,0.46
INDOTHAI,BE,357,4.34,357,0.13,0.46
SGBJAN29IX,GB,7195,-1.97,2064.88,0.01,0.46
HCL-INSYS,EQ,19.25,0.26,633.73,2.35,0.45
VIPCLOTHNG,EQ,36.75,2.65,303.54,1.23,0.45
RUCHIRA,EQ,121.2,0.17,328.84,0.37,0.45
GANDHITUBE,EQ,758.1,3.46,979.36,0.06,0.45
SGBD29VIII,GB,7210,-1.02,1788.44,0.01,0.45
BYKE,EQ,65.45,-1.13,262.44,0.68,0.45
LIQUID1,EQ,1000,0,48.12,0.04,0.45
AROGRANITE,EQ,52.5,4.27,80.33,0.85,0.44
SGBJUL28IV,GB,7190,-1.23,2970.06,0.01,0.44
SGBMR29XII,GB,7185,-1.48,2321.41,0.01,0.44
NV20IETF,EQ,13.43,0.98,125.04,3.29,0.44
SHREEPUSHK,EQ,177.1,2.61,560.09,0.25,0.44
BALAXI,EQ,572.05,-0.47,623.41,0.08,0.44
GROBTEA,EQ,1009,8.04,117.28,0.04,0.44
LOVABLE,EQ,122.65,0.74,181.52,0.35,0.44
NAHARCAP,EQ,303.8,4.72,508.75,0.14,0.43
DIGIKORE,SM,548,-0.06,347.04,0.08,0.43
BETA,SM,1386.2,-0.88,1332.66,0.03,0.43
MOM30IETF,EQ,31.62,1.57,72.58,1.36,0.43
MEDICAMEQ,EQ,415.25,-0.47,525.34,0.1,0.43
ZODIACLOTH,EQ,116.7,1.74,303.35,0.37,0.43
SMSLIFE,EQ,695.95,-4.01,210.41,0.06,0.42
HRHNEXT,SM,37.4,11.31,34.43,1.14,0.42
INFOBEAN,EQ,385.2,0.43,935.98,0.11,0.42
AMBICAAGAR,EQ,29.75,7.4,51.1,1.43,0.42
ESSENTIA,BE,3.45,4.55,315.35,12.14,0.42
PFC,N5,1119,0.09,0,0.04,0.42
TEXMOPIPES,EQ,80.55,1,235.17,0.51,0.42
718GS2037,GS,101.45,-0.05,174494,0.41,0.42
DOLPHIN,BE,360,2.24,1440.16,0.12,0.42
OWAIS,SM,641.35,4.99,1166.13,0.06,0.41
SPMLINFRA,EQ,120,-0.33,587.74,0.34,0.41
CHEMBOND,EQ,512,0.38,688.55,0.08,0.41
JAYSREETEA,EQ,101.7,1.9,293.68,0.4,0.41
BSE500IETF,EQ,34.56,1.38,222.31,1.18,0.4
WOMANCART,SM,133.15,4.97,56.03,0.3,0.4
RHL,BE,166,-0.69,287.04,0.24,0.4
WEALTH,EQ,748,2.89,796.99,0.05,0.4
KHADIM,EQ,351.5,-1.4,631.63,0.11,0.39
VMARCIND,SM,104.3,4.98,237.65,0.38,0.39
TOKYOPLAST,EQ,104.95,0.82,99.72,0.37,0.39
FINIETF,EQ,23.59,1.55,74.46,1.65,0.39
REPL,EQ,186.7,2.5,323.78,0.21,0.39
CONSUMBEES,EQ,112.56,0.77,47,0.34,0.39
BASML,EQ,43.15,-0.92,279.79,0.88,0.38
GEECEE,EQ,284.5,1.77,594.94,0.14,0.38
PATTECH,SM,78.45,17.7,60.86,0.49,0.38
AGARWALFT,SM,70,6.46,50.7,0.57,0.38
706GS2028,GS,100.39,0.29,111432.9,0.38,0.38
